id,title,date,article_url,place_of_accident,district,number_of_deaths,number_of_injured,vehicle_type,cause_of_accident,country,report_type,type_of_accident,accident_date,accident_time,month,month_num,condition,accident_hour,month_name,cause_of_accident_normalized
301,3 killed in Chattogram road accident ,2021-05-10 20:05:10,https://en.prothomalo.com/bangladesh/accident/3-killed-in-chattogram-road-accident,"banshkhali upazila, chattogram",Chattogram,3,2,"Truck, Auto Rickshaw",head-on collision between truck and auto rickshaw,Bangladesh,event,road accident,2021-05-10,20:05:10,May,5,Light rain,20,May,headon collision between truck and auto rickshaw
302,Road accident kills two workers in Noakhali,2021-05-04 19:09:06,https://en.prothomalo.com/bangladesh/accident/road-accident-kills-two-workers-in-noakhali,begumganj-chowmuhani road near eklashpur bazar area,Noakhali,2,0,"Pickup, Rickshaw Van",pickup hit a rickshaw van,Bangladesh,event,road accident,2021-05-04,19:09:06,May,5,Light rain,19,May,pickup hit a rickshaw van
303,Couple killed in Meherpur road accident,2021-05-04 17:57:59,https://en.prothomalo.com/bangladesh/accident/couple-killed-in-meherpur-road-accident,amjhupi-garadove highway,Meherpur,2,5,Car,returning home after receiving chemotherapy,Bangladesh,event,road accident,2021-05-04,17:57:59,May,5,Moderate rain,17,May,returning home after receiving chemotherapy
304,"4 killed, 7 injured in Rangpur road accident",2021-04-30 15:45:26,https://en.prothomalo.com/bangladesh/accident/4-killed-7-injured-in-rangpur-road-accident,rangpur-dhaka highway,Rangpur,4,7,Truck,driver lost control over the steering while overtaking another truck,Bangladesh,event,road accident,2021-04-30,15:45:26,Apr,4,Partly cloudy,15,Apr,driver lost control over the steering while overtaking another truck
306,Shitalakshya sees 50 accidents a year as river narrows,2021-04-15 13:38:43,https://en.prothomalo.com/bangladesh/shitalakshya-sees-50-accidents-a-year-as-river-narrows,"koilaghat area, shitalakshya river",Narayanganj,0,0,Cargo Vessel (Bulkhead),collision with a steel pillar due to swerving to avoid another vessel,Bangladesh,event,road accident,2021-04-15,13:38:43,Apr,4,Light rain,13,Apr,collision with a steel pillar due to swerving to avoid another vessel
307,21 policemen injured in Brahmanbaria accident,2021-04-05 12:24:56,https://en.prothomalo.com/bangladesh/accident/21-policemen-injured-in-brahmanbaria-accident,cumilla-sylhet highway at pirbari in sadar upazila,Cumilla,0,21,"Bus, Police Van",bus hit a police van,Bangladesh,event,road accident,2021-04-05,12:24:56,Apr,4,Mainly clear,12,Apr,bus hit a police van
308,Implement transport act to halt road accident deaths,2021-03-29 14:39:47,https://en.prothomalo.com/opinion/editorial/implement-transport-act-to-halt-road-accident-deaths,katakhali,Rajshahi,17,0,"Microbus, Bus",collision between microbus and bus while giving way to a bamboo-laden van,Bangladesh,event,road accident,2021-03-29,14:39:47,Mar,3,,14,Mar,collision between microbus and bus while giving way to a bambooladen van
311,"Police officer killed in Feni bike accident

",2021-03-17 11:49:23,https://en.prothomalo.com/bangladesh/accident/police-officer-killed-in-feni-bike-accident,chengarpole,Feni,1,1,"Tractor, Bike",speeding tractor crashed into their bike,Bangladesh,event,road accident,2021-03-17,11:49:23,Mar,3,Clear sky,11,Mar,speeding tractor crashed into their bike
312,"One killed, 3 injured in Panchagarh road accident ",2021-03-14 21:51:17,https://en.prothomalo.com/bangladesh/accident/one-killed-3-injured-in-panchagarh-road-accident,bypass intersection on panchagarh-debiganj highway,Panchagarh,1,3,"Three-Wheeler, Sand-Laden Tractor",head-on collision,Bangladesh,event,road accident,2021-03-14,21:51:17,Mar,3,,21,Mar,head-on collision
313,Two musicians killed in Chattogram road accident,2021-03-13 15:15:50,https://en.prothomalo.com/bangladesh/accident/two-leading-musicians-die-in-road-crash-in-chittagong,mirsarai area of chittagong,Chattogram,2,0,,road crash,Bangladesh,event,road accident,2021-03-13,15:15:50,Mar,3,Clear sky,15,Mar,road accident
315,"Road accident kills one in Narail

",2021-02-15 15:24:01,https://en.prothomalo.com/bangladesh/accident/road-accident-kills-one-in-narail,kathadura area in naragati thana of kalia upazila of narail,Narail,1,1,Human Hauler (Nosimon),vehicle overturned,Bangladesh,event,road accident,2021-02-15,15:24:01,Feb,2,,15,Feb,vehicle overturned
317,"Two killed in Sylhet road accident
",2021-02-14 15:14:06,https://en.prothomalo.com/bangladesh/accident/two-killed-in-sylhet-road-accident,"damri bridge, sylhet-tamabil road",Sylhet,2,0,Truck,plunged into a canal from a bridge,Bangladesh,event,road accident,2021-02-14,15:14:06,Feb,2,Clear sky,15,Feb,plunged into a canal from a bridge
318,Two killed in Rangpur road accident ,2021-02-12 22:16:51,https://en.prothomalo.com/bangladesh/accident/two-killed-in-rangpur-road-accident,khalashpeer point on the pirganj-nababganj road,Rangpur,2,0,Motorcycle And Bicycle,head-on collision,Bangladesh,event,road accident,2021-02-12,22:16:51,Feb,2,Partly cloudy,22,Feb,head-on collision
319,"3 killed in Cox’s Bazar road accident

",2021-02-11 09:04:36,https://en.prothomalo.com/bangladesh/accident/3-killed-in-coxs-bazar-road-accident,teknaf-cox’s bazar road,Cox's Bazar,3,5,Passenger Bus And Autorickshaw,head-on collision,Bangladesh,event,road accident,2021-02-11,09:04:36,Feb,2,Clear sky,9,Feb,head-on collision
321,"2 killed, 30 injured in Chandpur road accident ",2021-02-08 21:11:50,https://en.prothomalo.com/bangladesh/accident/2-killed-30-injured-in-chandpur-road-accident,moutabari area,Chandpur,2,30,Bus,driver lost control over steering,Bangladesh,event,road accident,2021-02-08,21:11:50,Feb,2,Clear sky,21,Feb,driver lost control over steering
323,"Two killed in Jashore road accident

",2021-02-03 14:29:42,https://en.prothomalo.com/bangladesh/accident/two-killed-in-jashore-road-accident-2,charavita area on jashore-narail road,Jashore,2,2,Motorbikes,head-on collision,Bangladesh,event,road accident,2021-02-03,14:29:42,Feb,2,Clear sky,14,Feb,head-on collision
324,"Two killed in Jashore road accident

",2021-02-03 14:29:42,https://en.prothomalo.com/bangladesh/local-news/two-killed-in-jashore-road-accident,charavita area on jashore-narail road,Jashore,2,2,Motorbikes,head-on collision,Bangladesh,event,road accident,2021-02-03,14:29:42,Feb,2,Clear sky,14,Feb,head-on collision
325,4 killed in Sherpur road accident,2021-01-31 14:07:45,https://en.prothomalo.com/bangladesh/accident/4-killed-in-sherpur-road-accident,sherpur-jhenaigati road at mirzapur,Sherpur,4,2,"Truck, Auto-Rickshaw",truck hit an auto-rickshaw,Bangladesh,event,road accident,2021-01-31,14:07:45,Jan,1,Clear sky,14,Jan,truck hit an autorickshaw
326,"2 killed in Hili road accident

",2021-01-26 08:34:08,https://en.prothomalo.com/bangladesh/accident/2-killed-in-hili-road-accident,hili,Dinajpur,2,0,"Motorcycle, Pickup Van",head-on collision,Bangladesh,event,road accident,2021-01-26,08:34:08,Jan,1,Clear sky,8,Jan,head-on collision
327,"One killed in Jashore road accident

",2021-01-24 10:59:29,https://en.prothomalo.com/bangladesh/accident/one-killed-in-jashore-road-accident,new khairtola area on the jashore-jhenidah road,Jhenaidah,1,0,"Truck, Motorcycle",truck hit motorbike,Bangladesh,event,road accident,2021-01-24,10:59:29,Jan,1,Clear sky,10,Jan,truck hit motorbike
328,"Woman killed in Meherpur road accident

",2021-01-22 13:23:19,https://en.prothomalo.com/bangladesh/accident/woman-killed-in-meherpur-road-accident,college mor (intersection) area,Meherpur,1,1,"Passenger Bus, Motorbike",bus rammed motorbike from behind,Bangladesh,event,road accident,2021-01-22,13:23:19,Jan,1,Clear sky,13,Jan,bus rammed motorbike from behind
329,"3 killed in Bandarban road accident

",2021-01-22 11:51:42,https://en.prothomalo.com/bangladesh/accident/3-killed-in-bandarban-road-accident,thanchi-likri road,Bandarban,3,5,Jeep,driver lost control over steering,Bangladesh,event,road accident,2021-01-22,11:51:42,Jan,1,Partly cloudy,11,Jan,driver lost control over steering
331,Road accident kills couple in city,2021-01-18 12:21:34,https://en.prothomalo.com/bangladesh/accident/road-accident-kills-couple-in-city,airport road,Dhaka,2,0,,,Bangladesh,event,road accident,2021-01-18,12:21:34,Jan,1,Partly cloudy,12,Jan,
333,7 killed in Mymensingh road accident,2021-01-03 16:04:41,https://en.prothomalo.com/bangladesh/accident/7-killed-in-mymensingh-road-accident,gachtala,Mymensingh,7,0,"Bus, Auto-Rickshaw",,Bangladesh,event,road accident,2021-01-03,16:04:41,Jan,1,Partly cloudy,16,Jan,
334,Four killed in Narsingdi road accident,2021-01-01 19:06:36,https://en.prothomalo.com/bangladesh/accident/four-killed-in-narsingdi-road-accident,dhaka-sylhet highway in belabo upazila in narsingdi,Narsingdi,4,1,"Private Car, Bus",head-on collision,Bangladesh,event,road accident,2021-01-01,19:06:36,Jan,1,Mainly clear,19,Jan,head-on collision
336,"Road accident kills college student

",2020-12-28 12:20:39,https://en.prothomalo.com/bangladesh/accident/road-accident-kills-college-student,nandigram upazila of bogura,,1,0,"Truck, Motorcycle",truck hit motorbike,Bangladesh,event,road accident,2020-12-28,12:20:39,Dec,12,,12,Dec,truck hit motorbike
338,Journalist killed in Barguna road accident,2020-12-20 19:39:51,https://en.prothomalo.com/bangladesh/accident/journalist-killed-in-barguna-road-accident,patharghata,Barguna,1,0,"Motorcycle, Pickup Van",collision between motorcycle and pickup van,Bangladesh,event,road accident,2020-12-20,19:39:51,Dec,12,Clear sky,19,Dec,collision between motorcycle and pickup van
339,"3 killed, 25 injured in Gopalganj road accident",2020-11-28 13:55:29,https://en.prothomalo.com/bangladesh/accident/3-killed-25-injured-in-gopalganj-road-accident,khaleker bazar area,Gopalganj,3,25,Bus,overtaking another vehicle,Bangladesh,event,road accident,2020-11-28,13:55:29,Nov,11,Partly cloudy,13,Nov,overtaking another vehicle
340,Mymensingh road accident kills 2,2020-11-13 17:42:55,https://en.prothomalo.com/bangladesh/accident/mymensingh-road-accident-kills-2,shikarikanda area on the dhaka-mymensingh highway,Mymensingh,2,4,Human Hauler (Mahendra),,Bangladesh,event,road accident,2020-11-13,17:42:55,Nov,11,Clear sky,17,Nov,
341,Mymensingh road accident kills 2,2020-11-13 17:42:55,https://en.prothomalo.com/bangladesh/Mymensingh-road-accident-kills-2,shikarikanda area on the dhaka-mymensingh highway,Mymensingh,2,4,Human Hauler (Mahendra),,Bangladesh,event,road accident,2020-11-13,17:42:55,Nov,11,Clear sky,17,Nov,
343,"Road accident kills two in Sirajganj

",2020-11-03 12:09:41,https://en.prothomalo.com/bangladesh/accident/road-accident-kills-two-in-sirajganj,khalkula,Sirajganj,2,0,Truck,,Bangladesh,event,road accident,2020-11-03,12:09:41,Nov,11,Light rain,12,Nov,
344,"Mother, son among 4 killed in road accidents",2020-10-30 14:01:55,https://en.prothomalo.com/bangladesh/accident/mother-son-among-4-killed-in-road-accidents,jora bottola area in godagari upazila of rajshahi,Rajshahi,4,2,Motorbike And Mini-Truck,collision between motorbike and mini-truck,Bangladesh,event,road accident,2020-10-30,14:01:55,Oct,10,,14,Oct,collision between motorbike and minitruck
345,"Youth, woman killed in separate road accidents

",2020-10-26 09:07:18,https://en.prothomalo.com/bangladesh/accident/youth-woman-killed-in-separate-road-accidents,battail area of kushtia town,Kushtia,1,1,Motor-Cycle And Truck,truck hit motorcycle,Bangladesh,event,road accident,2020-10-26,09:07:18,Oct,10,Smoke,9,Oct,truck hit motorcycle accident
346,Road accidents kill three in Gopalganj,2020-10-23 20:40:58,https://en.prothomalo.com/bangladesh/accident/road-accidents-kill-three-in-gopalganj,kashiani upazila health complex,Gopalganj,3,3,Car,,Bangladesh,event,road accident,2020-10-23,20:40:58,Oct,10,Heavy rain,20,Oct,
348,2 sisters killed in Chapainawabganj road accident,2020-10-18 16:46:16,https://en.prothomalo.com/bangladesh/accident/2-sisters-killed-in-chapainawabganj-road-accident,sonamasjid area,Nawabganj,2,0,"Truck, Motorcycle",truck ran over a motorcycle,Bangladesh,event,road accident,2020-10-18,16:46:16,Oct,10,Clear sky,16,Oct,truck ran over a motorcycle
350,Two motorcyclists killed in road accident,2020-10-09 13:27:30,https://en.prothomalo.com/bangladesh/local-news/two-motorcyclists-killed-in-road-accident,patiadangi road intersection,Thakurgaon,2,1,Motorcycle,hit a roadside tree,Bangladesh,event,road accident,2020-10-09,13:27:30,Oct,10,Light rain,13,Oct,hit a roadside tree
351,Three killed in Brahmanbaria road accident,2020-10-07 21:12:39,https://en.prothomalo.com/bangladesh/accident/three-killed-in-brahmanbaria-road-accident,"islampur area of bijoynagar upazila, brahmanbaria",Brahmanbaria,3,25,"Bus, Motorbike",bus lost control while trying to avoid collision with a motorbike,Bangladesh,event,road accident,2020-10-07,21:12:39,Oct,10,Heavy rain,21,Oct,bus lost control while trying to avoid collision with a motorbike
353,Intern physician killed in Sirajganj road accident,2020-10-02 17:28:03,https://en.prothomalo.com/bangladesh/accident/intern-physician-killed-in-sirajganj-road-accident,saidabad area of bangabandhu bridge west highway,Sirajganj,1,0,,,Bangladesh,event,road accident,2020-10-02,17:28:03,Oct,10,Heavy rain,17,Oct,
354,"Driver killed in Habiganj road accident

",2020-09-28 11:02:41,https://en.prothomalo.com/bangladesh/accident/driver-killed-in-habiganj-road-accident,dhaka-sylhet highway,Habiganj,1,1,"Pickup Van, Passenger Bus",head-on collision,Bangladesh,event,road accident,2020-09-28,11:02:41,Sep,9,Light rain,11,Sep,head-on collision
357,"Four killed in Jashore road accident

",2020-09-08 09:45:26,https://en.prothomalo.com/bangladesh/accident/four-killed-in-jashore-road-accident,madhabpur upazila,Jashore,4,1,Suv And Truck,head-on collision between suv and speeding truck,Bangladesh,event,road accident,2020-09-08,09:45:26,Sep,9,Moderate rain,9,Sep,headon collision between suv and speeding truck
358,"One killed in Habiganj road accident

",2020-09-07 09:55:17,https://en.prothomalo.com/bangladesh/accident/one-killed-in-habiganj-road-accident,habiganj-shayestaganj bypass road,Habiganj,1,0,"Passenger Bus, Bicycle",a passenger bus from the opposite direction hit and ran over his bicycle,Bangladesh,event,road accident,2020-09-07,09:55:17,Sep,9,Dense rain,9,Sep,a passenger bus from the opposite direction hit and ran over his bicycle
361,"Road accident kills one

",2020-08-26 14:10:48,https://en.prothomalo.com/bangladesh/accident/road-accident-kills-one,chapainawabganj-sonamasjid highway,Nawabganj,1,0,Truck And Autorickshaw,head on collision,Bangladesh,event,road accident,2020-08-26,14:10:48,Aug,8,Moderate rain,14,Aug,head-on collision
362,Four of a family killed in Tangail road accident,2020-08-21 23:25:16,https://en.prothomalo.com/bangladesh/accident/four-of-a-family-killed-in-tangail-road-accident,rabna bypass area of tangail district town,Tangail,4,2,"Passenger Bus, Auto-Rickshaw",passenger bus crashed into a cng-run auto-rickshaw,Bangladesh,event,road accident,2020-08-21,23:25:16,Aug,8,Moderate rain,23,Aug,passenger bus crashed into a cngrun autorickshaw
363,Sylhet road accident toll rises to 6,2020-08-14 10:33:52,https://en.prothomalo.com/bangladesh/accident/sylhet-road-accident-toll-rises-to-6,usmaninagar upazila,Sylhet,6,2,Auto Rickshaw (Cng),road accident,Bangladesh,event,road accident,2020-08-14,10:33:52,Aug,8,Moderate rain,10,Aug,road accident
365,Mountaineer Reshma killed in road accident,2020-08-07 16:54:26,https://en.prothomalo.com/bangladesh/accident/mountaineer-reshma-killed-in-road-accident,lake road near chandrima udyan,Dhaka,1,0,Microbus And Bicycle,microbus hit the bicycle,Bangladesh,event,road accident,2020-08-07,16:54:26,Aug,8,Light rain,16,Aug,microbus hit the bicycle
366,"2 killed in road accident in Bhurungamari

",2020-08-07 10:29:05,https://en.prothomalo.com/bangladesh/accident/2-killed-in-road-accident-in-bhurungamari,andharijhar bazar on the bhurungamari-kurigram road,Kurigram,2,0,,,Bangladesh,event,road accident,2020-08-07,10:29:05,Aug,8,Moderate rain,10,Aug,
368,Two killed in Cumilla road accident,2020-08-02 12:46:23,https://en.prothomalo.com/bangladesh/local-news/two-killed-in-cumilla-road-accident,harikhola area of chandina upazila,Cumilla,2,5,Bus,overturned,Bangladesh,event,road accident,2020-08-02,12:46:23,Aug,8,Dense rain,12,Aug,overturned
369,Three killed in Gaibandha road accident,2020-07-31 14:41:11,https://en.prothomalo.com/bangladesh/local-news/three-killed-in-gaibandha-road-accident,dhaka-rangpur highway at nundah bridge point,Gaibandha,3,6,Covered Van And Car,head-on collision,Bangladesh,event,road accident,2020-07-31,14:41:11,Jul,7,Moderate rain,14,Jul,head-on collision
370,Four of a family among five killed in road accident,2020-07-31 11:11:00,https://en.prothomalo.com/bangladesh/local-news/5-killed-in-road-accident-2,dhaka-sylhet highway at boraya chanpur,Sylhet,5,1,"Bus, Car",bus hit a car,Bangladesh,event,road accident,2020-07-31,11:11:00,Jul,7,Moderate rain,11,Jul,bus hit a car
373,"Physician killed in Lalmonirhat road accident

",2020-07-10 13:40:08,https://en.prothomalo.com/bangladesh/accident/physician-killed-in-lalmonirhat-road-accident,burirbazar point on the burimari-lalmonirhat highway,Lalmonirhat,1,0,Auto Bike And Motorcycle,head-on collision,Bangladesh,event,road accident,2020-07-10,13:40:08,Jul,7,Heavy rain,13,Jul,head-on collision
375,Road accident kills 4 in Rangpur,2020-07-01 20:50:16,https://en.prothomalo.com/bangladesh/accident/road-accident-kills-4-in-rangpur,anantapur point on the taraganj-burirhat road,Rangpur,4,1,Truck,iron rod-laden truck overturned and fell down into a roadside ditch,Bangladesh,event,road accident,2020-07-01,20:50:16,Jul,7,Moderate rain,20,Jul,iron rodladen truck overturned and fell down into a roadside ditch
377,"Two killed in Jashore road accident

",2020-06-21 09:34:00,https://en.prothomalo.com/bangladesh/accident/two-killed-in-jashore-road-accident-2,abhaynagar,Jashore,2,1,Truck And Battery-Run Auto-Rickshaw,head on collision,Bangladesh,event,road accident,2020-06-21,09:34:00,Jun,6,Light rain,9,Jun,head-on collision
378,"Two killed in Jashore road accident

",2020-06-21 09:34:00,https://en.prothomalo.com/bangladesh/local-news/two-killed-in-jashore-road-accident,abhaynagar,Jashore,2,1,"Truck, Auto-Rickshaw",head on collision,Bangladesh,event,road accident,2020-06-21,09:34:00,Jun,6,Light rain,9,Jun,head-on collision
380,Two BGB men killed in road accident,2020-06-13 13:19:05,https://en.prothomalo.com/bangladesh/accident/two-bgb-men-killed-in-road-accident,rajshahi-chapainawabganj highway in sarangpur of godagari upazila,Rajshahi,2,10,"Truck, Bgb Vehicle",head-on collision,Bangladesh,event,road accident,2020-06-13,13:19:05,Jun,6,,13,Jun,head-on collision
381,Madaripur road accident kills 2,2020-06-11 13:33:07,https://en.prothomalo.com/bangladesh/accident/madaripur-road-accident-kills-2,shimultola,Madaripur,2,1,"Human Hauler (Nosimon), Truck",driver lost control and hit a stationary truck,Bangladesh,event,road accident,2020-06-11,13:33:07,Jun,6,Moderate rain,13,Jun,driver lost control and hit a stationary truck
382,Two killed in city road accident,2020-06-04 16:09:15,https://en.prothomalo.com/bangladesh/accident/two-killed-in-city-road-accident,banglamotor area,Dhaka,2,1,"Bus, Motorcycle",driver lost control over the steering,Bangladesh,event,road accident,2020-06-04,16:09:15,Jun,6,Heavy rain,16,Jun,driver lost control over the steering
383,Munshiganj road accident kills 3,2020-05-27 14:02:10,https://en.prothomalo.com/bangladesh/accident/munshiganj-road-accident-kills-3,dhaka-chattogram highway in gazaria upazila,Munshiganj,3,8,Microbus,driver lost control over the steering,Bangladesh,event,road accident,2020-05-27,14:02:10,May,5,Moderate rain,14,May,driver lost control over the steering
386,University student killed in road accident,2020-03-26 14:54:55,https://en.prothomalo.com/bangladesh/accident/university-student-killed-in-road-accident,tuniapara of mirpur,Kushtia,1,0,Three-Wheeler,,Bangladesh,event,road accident,2020-03-26,14:54:55,Mar,3,Clear sky,14,Mar,
387,Separate road accidents kill 7 in Bogura,2020-03-25 18:19:58,https://en.prothomalo.com/bangladesh/accident/separate-road-accidents-kill-7-in-bogura,"ghoga bottola area, sherpur upazila",Sherpur,7,13,"Truck, Bus",head on collision,Bangladesh,event,road accident,2020-03-25,18:19:58,Mar,3,Mainly clear,18,Mar,head-on collision
388,3 killed in Cumilla road accident,2020-02-29 16:00:38,https://en.prothomalo.com/bangladesh/accident/3-killed-in-cumilla-road-accident,daudkandi upazila,Cumilla,3,15,Bus,plunged into a roadside ditch,Bangladesh,event,road accident,2020-02-29,16:00:38,Feb,2,Clear sky,16,Feb,plunged into a roadside ditch
390,2 killed in Kushtia road accident,2020-02-22 13:54:44,https://en.prothomalo.com/bangladesh/2-killed-in-Kushtia-road-accident,kushtia-ishwardi highway in 10 mile area of bheramara upazila,Kushtia,2,0,Trolley (Power Tiller With Trailer),road crash,Bangladesh,event,road accident,2020-02-22,13:54:44,Feb,2,Partly cloudy,13,Feb,road accident
392,2 killed in Cumilla road accident,2020-02-08 12:48:42,https://en.prothomalo.com/bangladesh/2-killed-in-Cumilla-road-accident,dhaka-chattogram highway in jagannathdighi area of chauddagram upazila,Cumilla,2,10,"Bus, Covered Van",road accident,Bangladesh,event,road accident,2020-02-08,12:48:42,Feb,2,Partly cloudy,12,Feb,road accident
393,Two schoolboys killed in road accident,2020-02-05 13:41:03,https://en.prothomalo.com/bangladesh/Two-schoolboys-killed-in-road-accident,sadhurmor area in godagari upazila,Rajshahi,2,1,"Microbus, Bicycle",run over by a microbus,Bangladesh,event,road accident,2020-02-05,13:41:03,Feb,2,,13,Feb,run over by a microbus
399,Jashore car accident kills 3 of a family,2020-01-18 11:06:11,https://en.prothomalo.com/bangladesh/Jashore-car-accident-kills-3-of-a-family,jashore town,Jashore,3,3,Car,,Bangladesh,event,road accident,2020-01-18,11:06:11,Jan,1,Clear sky,11,Jan,
400,2 motorcyclists killed in road accident,2020-01-11 12:02:42,https://en.prothomalo.com/bangladesh/2-motorcyclists-killed-in-road-accident-2,fauzdarhat area,Chattogram,2,0,"Covered Van, Motorbike",covered van hit motorbike,Bangladesh,event,road accident,2020-01-11,12:02:42,Jan,1,Mainly clear,12,Jan,covered van hit motorbike
401,2 motorcyclists killed in road accident,2020-01-11 12:02:42,https://en.prothomalo.com/bangladesh/2-motorcyclists-killed-in-road-accident,fauzdarhat area,Chattogram,2,0,"Covered Van, Motorbike",covered van hit their motorbikes,Bangladesh,event,road accident,2020-01-11,12:02:42,Jan,1,Mainly clear,12,Jan,covered van hit their motorbikes
402,3 killed in separate road accidents,2020-01-09 09:25:39,https://en.prothomalo.com/bangladesh/3-killed-in-separate-road-accidents,dhaka-chattogram highway,Dhaka,3,3,,,Bangladesh,event,road accident,2020-01-09,09:25:39,Jan,1,Moderate rain,9,Jan,
404,"Father, daughter killed in road accident",2020-01-06 16:22:08,https://en.prothomalo.com/bangladesh/Father-daughter-killed-in-road-accident,rajarampur,Nawabganj,2,0,"Truck, Motorcycle",truck hit motorcycle,Bangladesh,event,road accident,2020-01-06,16:22:08,Jan,1,Mainly clear,16,Jan,truck hit motorcycle accident
408,6 killed in road accidents,2020-01-02 12:46:29,https://en.prothomalo.com/bangladesh/6-killed-in-road-accidents-2,chattogram-cox’s bazar highway at joarianala in ramu,Cox's Bazar,3,0,Bus And Private Car,bus hit a private car,Bangladesh,event,road accident,2020-01-02,12:46:29,Jan,1,Light rain,12,Jan,bus hit a private car
409,6 killed in road accidents,2020-01-02 12:46:29,https://en.prothomalo.com/bangladesh/6-killed-in-road-accidents,chattogram-cox’s bazar highway at joarianala in ramu,Cox's Bazar,3,0,Bus And Private Car,bus hit a private car,Bangladesh,event,road accident,2020-01-02,12:46:29,Jan,1,Light rain,12,Jan,bus hit a private car
410,3 killed in Cox's Bazar road accident,2020-01-02 10:02:00,https://en.prothomalo.com/bangladesh/3-killed-in-Cox-s-Bazar-road-accident,chattogram-cox’s bazar highway at joarianala,Cox's Bazar,3,0,Bus And Private Car,bus hit a private car,Bangladesh,event,road accident,2020-01-02,10:02:00,Jan,1,Light rain,10,Jan,bus hit a private car
411,"3 road accidents at the same place in 6 hours, 2 killed",2019-12-27 18:31:59,https://en.prothomalo.com/bangladesh/3-road-accidents-at-the-same-place-in-6-hours-2,kamaliarchar area of kishoreganj sadar upazila,Kishoreganj,2,20,"Bus, Truck, Tank Lorry","driver lost control over the steering, dense fog and slippery road",Bangladesh,event,road accident,2019-12-27,18:31:59,Dec,12,Moderate rain,18,Dec,driver lost control over the steering dense fog and slippery road
412,Motorcyclist killed in Chattogram accident,2019-12-27 12:01:43,https://en.prothomalo.com/bangladesh/Motorcyclist-killed-in-Chattogram-accident,tigerpass area,Chattogram,1,0,"Motorcycle, Covered Van",covered van hit shovon’s motorbike,Bangladesh,event,road accident,2019-12-27,12:01:43,Dec,12,Light rain,12,Dec,covered van hit shovons motorbike
413,2 killed in Sirajganj road accident,2019-12-19 13:06:55,https://en.prothomalo.com/bangladesh/2-killed-in-Sirajganj-road-accident-5,hatikumrul-bonpara highway,Sirajganj,2,19,Truck And Bus,head-on collision,Bangladesh,event,road accident,2019-12-19,13:06:55,Dec,12,Shallow fog,13,Dec,head-on collision
414,2 killed in Sirajganj road accident,2019-12-19 13:06:55,https://en.prothomalo.com/bangladesh/2-killed-in-Sirajganj-road-accident-4,hatikumrul-bonpara highway,Sirajganj,2,19,Truck And Bus,head-on collision,Bangladesh,event,road accident,2019-12-19,13:06:55,Dec,12,Shallow fog,13,Dec,head-on collision
415,2 killed in Sirajganj road accident,2019-12-19 13:06:55,https://en.prothomalo.com/bangladesh/2-killed-in-Sirajganj-road-accident-3,hatikumrul-bonpara highway,Sirajganj,2,19,Truck And Bus,head-on collision,Bangladesh,event,road accident,2019-12-19,13:06:55,Dec,12,Shallow fog,13,Dec,head-on collision
416,2 killed in Sirajganj road accident,2019-12-19 13:06:55,https://en.prothomalo.com/bangladesh/2-killed-in-Sirajganj-road-accident-2,hatikumrul-bonpara highway,Sirajganj,2,19,Truck And Bus,head-on collision,Bangladesh,event,road accident,2019-12-19,13:06:55,Dec,12,Shallow fog,13,Dec,head-on collision
417,2 killed in Sirajganj road accident,2019-12-19 13:06:55,https://en.prothomalo.com/bangladesh/2-killed-in-Sirajganj-road-accident,hatikumrul-bonpara highway,Sirajganj,2,19,Truck And Bus,head-on collision,Bangladesh,event,road accident,2019-12-19,13:06:55,Dec,12,Shallow fog,13,Dec,head-on collision
418,Two killed in road accident,2019-12-17 11:35:09,https://en.prothomalo.com/bangladesh/Two-killed-in-road-accident,manikpur in zakiganj upazila,Sylhet,2,0,"Truck, Motorcycle",truck crashed into motorbike,Bangladesh,event,road accident,2019-12-17,11:35:09,Dec,12,Partly cloudy,11,Dec,truck crashed into motorbike
419,Pedestrian killed in road accident,2019-12-09 11:37:59,https://en.prothomalo.com/bangladesh/Pedestrian-killed-in-road-accident,"college road area, dhaka-bogura highway",Dhaka,1,0,Truck,truck hit pedestrian,Bangladesh,event,road accident,2019-12-09,11:37:59,Dec,12,Light rain,11,Dec,truck hit pedestrian
420,Road accidents kill 3,2019-11-24 10:36:01,https://en.prothomalo.com/bangladesh/Road-accidents-kill-3,manikganj and barishal,Barishal,3,20,,,Bangladesh,event,road accident,2019-11-24,10:36:01,Nov,11,Thunderstorm but no precipitation,10,Nov,
426,Policeman killed in Khulna road accident,2019-11-11 13:49:40,https://en.prothomalo.com/bangladesh/Policeman-killed-in-Khulna-road-accident,rupsha-bagerhat purono sarak at debipur area,Khulna,1,1,"Motorcycle, Human Hauler",collision,Bangladesh,event,road accident,2019-11-11,13:49:40,Nov,11,Partly cloudy,13,Nov,collision
428,7 killed in Panchagarh road accident,2019-11-08 17:37:54,https://en.prothomalo.com/bangladesh/7-killed-in-Panchagarh-road-accident,tetulia upazila,Panchagarh,7,0,"Minibus, Battery-Run Easy-Bike",head-on collision,Bangladesh,event,road accident,2019-11-08,17:37:54,Nov,11,,17,Nov,head-on collision
